Network Traffic (MB/s),Request Size (MB),Threshold,Response Time (ms),CPU Load A,CPU Load B,Conn A,Conn B,Label_A,Label_B
774.0,299.0,9.0,224,0.1647063534322959,0.3302150648714975,0.756751505688635,0.5193858595039373,1,0
769.0,492.0,9.0,445,0.2048812741507125,0.8778300781520408,0.8795818549515292,0.8705784250460069,1,0
766.0,349.0,1.0,431,0.2387962113815392,0.4512393441809881,0.9849896561408752,0.7720124763099904,1,0
674.0,76.0,3.0,617,0.0271674212255598,0.065204591260492,0.4639313768123327,0.9092202058615602,1,0
519.0,300.0,6.0,364,0.5387017979527142,0.4978125080342902,0.1054736999566305,0.656780104724294,1,0
526.0,243.0,4.0,652,0.8221031606002255,0.3804200075075623,0.7756118509253275,0.9644766539008116,0,1
437.0,274.0,2.0,817,0.2037664591276891,0.5233296311947413,0.2871379580845755,0.7928544190338394,1,0
616.0,485.0,7.0,887,0.5775933658811575,0.6345824175503038,0.7979141596158941,0.3959704726624549,0,1
160.0,607.0,9.0,768,0.9150900684070432,0.53302886724614,0.157954822835348,0.6958991181688025,0,1
45.0,841.0,4.0,642,0.7932613504382544,0.3167616770675266,0.857179256998753,0.9061432547657664,0,1
176.0,501.0,9.0,387,0.2769044873778089,0.983521472715222,0.1407115280487584,0.2020156684024899,1,0
226.0,784.0,2.0,501,0.1842248392380261,0.8939897100078704,0.6542925523249619,0.1521042832222728,1,0
261.0,395.0,2.0,102,0.440323418368349,0.615298025069802,0.0834640849893832,0.8824163684073387,1,0
361.0,648.0,1.0,706,0.8036035354415352,0.5052067735766382,0.9671266152591704,0.4177609792750997,0,1
345.0,146.0,5.0,137,0.9841103190364978,0.6679199988036271,0.6346712732539415,0.165954895295785,0,1
179.0,786.0,7.0,549,0.881927758304644,0.4274896879206151,0.1622334057824793,0.012607519975759,0,1
782.0,127.0,3.0,884,0.5597556836383826,0.5273996221226763,0.7193536223691586,0.8902580530178021,1,0
766.0,436.0,6.0,54,0.0794065846430295,0.7314964903403623,0.1874119440975822,0.858177053157164,1,0
579.0,272.0,2.0,518,0.8190635138616561,0.5407937549855444,0.7102427986233115,0.3143501131837484,0,1
655.0,274.0,2.0,798,0.4711678989328146,0.8216368977104717,0.4592651971732139,0.3577982653254418,1,0
153.0,226.0,4.0,372,0.4942124472502999,0.8282492524372184,0.3352080473708727,0.1737615931357438,1,0
409.0,813.0,7.0,154,0.7120140203307808,0.8259782127080818,0.1006374785235333,0.2398741127559447,1,0
31.0,500.0,4.0,106,0.1419719897609939,0.3479414115821666,0.4503509789054126,0.7488263369633065,1,0
729.0,132.0,7.0,93,0.6511475848816741,0.6209285674784312,0.3523749466096544,0.8414475530847599,1,0
666.0,883.0,4.0,678,0.4712871673981645,0.9791049380151544,0.6341421382957368,0.1262647415645027,1,0
136.0,302.0,5.0,35,0.676177562075434,0.325104015431699,0.6863271966860974,0.0696411481624057,0,1
455.0,658.0,7.0,290,0.1748814371759594,0.8557372589057863,0.2271795570235149,0.83704112524294,1,0
250.0,553.0,8.0,17,0.2792760884544104,0.6428819100587077,0.694150573509831,0.5126547531450529,1,0
760.0,122.0,1.0,543,0.3053106766967313,0.2126443763710961,0.0331893545624262,0.3039464012407238,1,0
93.0,499.0,8.0,176,0.653162790531283,0.9383048184484828,0.871204482263052,0.7660647765353026,1,0
591.0,243.0,1.0,260,0.7884473432532987,0.6649849034759953,0.260286857566003,0.90719503070583,1,0
175.0,694.0,4.0,123,0.670732311905834,0.56044063098044,0.110989469213481,0.4470555438064254,1,0
544.0,702.0,3.0,763,0.4603582712019263,0.86456360952267,0.5466482201877885,0.3804005489704096,1,0
69.0,352.0,8.0,836,0.9768003285106592,0.1107205933263156,0.4225484283119446,0.0420246751714052,0,1
153.0,212.0,3.0,222,0.7399041207669304,0.9180765521991506,0.2800373295504894,0.8583416767991209,1,0
763.0,333.0,5.0,269,0.2922182304618977,0.9107701616439152,0.7539619035967839,0.8049067768414386,1,0
573.0,472.0,4.0,437,0.0180065556004545,0.962810357074026,0.7266709920703233,0.3047510953861333,1,0
59.0,900.0,3.0,217,0.8293946648588469,0.2815211984149299,0.872753839566128,0.112580390411937,0,1
373.0,303.0,1.0,565,0.7036859774607958,0.5406984766449103,0.0965344701954408,0.2418938282588389,0,1
467.0,22.0,5.0,725,0.0124040362773147,0.4687679654645058,0.3012652607600004,0.5983574842977588,1,0
594.0,653.0,1.0,246,0.2972378077086172,0.2999191115069847,0.7431931987316034,0.0481428359783534,0,1
448.0,557.0,1.0,761,0.9028949951919872,0.8522638743911815,0.6678046832264065,0.5932215701073843,0,1
449.0,872.0,6.0,521,0.8923024981396522,0.1853301795287144,0.0789691621908286,0.2395101699095381,0,1
491.0,390.0,2.0,690,0.7945782787001903,0.0346702667264833,0.5828068350834896,0.99543751619131,0,1
61.0,408.0,8.0,828,0.8556960938375394,0.5214456890435895,0.0636409092866423,0.8313735143857098,0,1
602.0,387.0,8.0,120,0.5989785081772105,0.1149329970595668,0.0938572848233562,0.9096268194365924,0,1
74.0,313.0,9.0,104,0.6692002629380784,0.8292867993167555,0.8789789002822673,0.5717723520483222,1,0
211.0,259.0,8.0,448,0.5174463517550413,0.4304274103209902,0.3169465877911193,0.4345959608587117,0,1
698.0,511.0,7.0,66,0.7738796557301564,0.6019234310151316,0.8925232899548461,0.4433800143791877,0,1
745.0,89.0,5.0,261,0.607089578718754,0.6313075530919887,0.5916971623063255,0.7026337730855163,1,0
266.0,305.0,8.0,784,0.2374334683748062,0.5123637775457907,0.1042248028083476,0.3845113276448125,1,0
410.0,740.0,2.0,63,0.4876670686212644,0.6522242595454725,0.9505310525862036,0.6006510665483559,1,0
775.0,156.0,6.0,839,0.7435939161765598,0.5062660594952028,0.6341040313763313,0.0709322161337734,0,1
483.0,351.0,9.0,660,0.254391580841847,0.3618530932051387,0.4724933550065135,0.0456487455023837,0,1
565.0,678.0,4.0,613,0.1400240975533176,0.2768143077913058,0.9715326909010508,0.3313470071030507,0,1
476.0,640.0,1.0,661,0.4820410581120825,0.1960977127383929,0.6107800710757683,0.2806832155159743,0,1
645.0,231.0,1.0,257,0.2069925784384267,0.5165726284459791,0.0055057991604208,0.0076640326492253,1,0
13.0,548.0,1.0,280,0.2190688091018577,0.0367213625008211,0.1080257541306913,0.3388606493387516,0,1
323.0,174.0,7.0,83,0.8025856795798129,0.5720486433693008,0.5126677259564164,0.2934888232081216,0,1
231.0,367.0,4.0,618,0.9317537194328164,0.3970150412371916,0.0870927667957714,0.6170665161178013,0,1
733.0,718.0,2.0,516,0.1138383934766014,0.3452231428016921,0.5074119387178089,0.8742225246851758,1,0
679.0,150.0,8.0,99,0.4935465803401186,0.7022587660316643,0.9928168389990704,0.1314891198979816,0,1
352.0,162.0,4.0,900,0.2747315255195195,0.3945760755976464,0.4218281785388313,0.4110210752655457,1,0
734.0,840.0,4.0,795,0.9076110025565548,0.7140326444668564,0.6079052140907037,0.3093727178627821,0,1
300.0,196.0,2.0,318,0.8237903842212947,0.9550605114849888,0.8211982825502265,0.0015651051914729,0,1
659.0,785.0,8.0,538,0.636401370183407,0.0511353814421007,0.2576072203337218,0.0595247003477716,0,1
99.0,133.0,4.0,457,0.6037954529493877,0.6865899134926068,0.1144876380659051,0.3838388830449795,1,0
357.0,303.0,6.0,115,0.456236508955542,0.3690530217609166,0.121025000485193,0.4189477901874754,1,0
440.0,578.0,5.0,556,0.7511780478084181,0.0710076645332554,0.0801800140819034,0.3547712918359842,0,1
11.0,490.0,1.0,250,0.941725711618925,0.668572646722914,0.6786699566725648,0.3619199908378649,0,1
602.0,330.0,3.0,234,0.5936607912085384,0.0101311840277433,0.6360960464095422,0.9132869475762369,0,1
456.0,106.0,3.0,621,0.6125734683448192,0.873698593466345,0.7239730554660938,0.1205584164036902,1,0
475.0,38.0,1.0,599,0.9024533072858416,0.0664438443557748,0.5339674725477638,0.1421371237934576,0,1
220.0,876.0,4.0,313,0.011706610730904,0.422034260127639,0.2950407076541562,0.486000493797603,1,0
272.0,663.0,9.0,452,0.5771998867345508,0.0437390723089473,0.1230032951237456,0.5586423964504253,0,1
201.0,379.0,5.0,409,0.3431673531726582,0.729173487549448,0.6522916485919397,0.8456043629899068,1,0
615.0,368.0,2.0,359,0.6924928266692253,0.4299310773901481,0.6729666223944324,0.2753811742554185,0,1
736.0,150.0,7.0,708,0.3063134987782127,0.7889851599207933,0.4464195164015822,0.7983803405183525,1,0
165.0,335.0,3.0,581,0.8224223736682784,0.8575623376612838,0.9166352358412072,0.4309852205132962,0,1
708.0,44.0,5.0,605,0.3188668183211388,0.5821987465941139,0.3711724234376276,0.601074166800233,1,0
327.0,52.0,7.0,834,0.7055858626438246,0.6884050184921369,0.3745528870201213,0.1668602016987528,0,1
392.0,282.0,3.0,351,0.4305293384622075,0.1425941440819087,0.8900970351838083,0.3458774607378574,0,1
743.0,366.0,9.0,569,0.1544597472233237,0.0254477599057508,0.6458223862864843,0.6369023174547432,0,1
516.0,694.0,9.0,839,0.3406041665812916,0.071711888847651,0.409628894895232,0.3112174950633936,0,1
181.0,283.0,1.0,91,0.6771206397350094,0.6057792494526903,0.36459372819754,0.2178925542549901,0,1
175.0,733.0,8.0,270,0.988035966155592,0.4540016211961148,0.688274235780237,0.1405529675783607,0,1
163.0,215.0,6.0,531,0.4855896996593978,0.0275367198694654,0.50545511791045,0.9640174071177025,0,1
326.0,426.0,6.0,14,0.3842067129858002,0.0389960125749115,0.0309557909193435,0.3879867599468695,0,1
727.0,397.0,3.0,315,0.160024936463194,0.0233520963281859,0.7562136139501768,0.4585230088818907,0,1
488.0,642.0,5.0,408,0.2892447719726545,0.9000831830164807,0.1161389602005256,0.9559188289553192,1,0
513.0,347.0,9.0,859,0.3139667173773528,0.8884036723086812,0.6029428764794615,0.8267073597414875,1,0
11.0,452.0,1.0,24,0.9840131632104644,0.2884054378187457,0.961135485407593,0.3894818949024203,0,1
323.0,690.0,3.0,380,0.3855119047369223,0.3403871042545057,0.5414076073475852,0.1541450431784871,0,1
600.0,896.0,7.0,47,0.5537114853580112,0.541704812410004,0.76190181260487,0.8336499619375856,1,0
191.0,548.0,5.0,131,0.440441350312424,0.3023332493514937,0.2593348973170944,0.1946238367048719,0,1
62.0,891.0,5.0,115,0.0576475821990248,0.3424479788347133,0.2702476921307832,0.9664173858664074,1,0
617.0,474.0,2.0,414,0.5577088262500439,0.3472770390305075,0.580467600993696,0.1391967013456955,0,1
16.0,242.0,7.0,92,0.4440437492022029,0.6262343214210638,0.4888978317924514,0.4017788006543242,1,0
140.0,840.0,5.0,218,0.9938483888996982,0.880314762148927,0.6234059581594401,0.5693773611822828,0,1
553.0,577.0,7.0,426,0.620660479824584,0.2013121078224332,0.3951377432643186,0.0394595328908993,0,1
444.0,747.0,3.0,86,0.4755460374868266,0.5430245839576632,0.2277497361032096,0.9640288471655136,1,0
331.0,756.0,2.0,411,0.909454610937242,0.7221432354559059,0.5333866287653626,0.869969159647685,0,1
748.0,645.0,4.0,72,0.1306523438234629,0.790509794274885,0.1248208139668483,0.7942106625494054,1,0
518.0,776.0,6.0,177,0.2757675682513569,0.8770905810181889,0.9440420938253978,0.1487959694051156,1,0
600.0,731.0,7.0,484,0.4626756050653935,0.9809873781626852,0.4834074359731466,0.8635475225145451,1,0
152.0,602.0,5.0,331,0.5887315221313199,0.3753299079196018,0.2857835555258702,0.2032230910860872,0,1
35.0,863.0,8.0,866,0.7617981913776972,0.3865405068230279,0.5112754622007512,0.4923254800011819,0,1
684.0,331.0,9.0,370,0.5772790292331312,0.8655771456245522,0.9807393435834294,0.4075842085738169,1,0
294.0,728.0,3.0,432,0.8275189221063031,0.7645277946547177,0.5735289514555733,0.9560471436119332,1,0
776.0,647.0,9.0,561,0.2004745155284027,0.1092642103096214,0.8539619669554221,0.4391498166337483,0,1
209.0,881.0,4.0,452,0.8469688542070605,0.8930902051954149,0.0624575936190714,0.8834647629860607,1,0
160.0,849.0,8.0,700,0.4483190553694222,0.5104324890042322,0.6265925110932102,0.9263826067300868,1,0
743.0,123.0,5.0,703,0.019116094429764,0.4768434683178171,0.6877220424305607,0.7227069576982285,1,0
550.0,101.0,5.0,285,0.692532431537108,0.1344351294081218,0.2993955883716812,0.3587155254170134,0,1
418.0,250.0,4.0,455,0.804437207679505,0.278759872414553,0.2107049638672031,0.9574480190380962,0,1
89.0,151.0,4.0,714,0.0088632851134689,0.9978208556819782,0.6768212988573956,0.8284692994491171,1,0
341.0,731.0,6.0,714,0.2946193963461931,0.0143152776670599,0.73786951856153,0.8341445970006758,0,1
706.0,332.0,7.0,808,0.7404761319535191,0.1428502873008386,0.7534279222569691,0.768922782107641,0,1
303.0,208.0,1.0,537,0.6585405156700549,0.7661159327955862,0.8459214396777321,0.6136041142374584,1,0
195.0,679.0,4.0,343,0.088604713969679,0.4876278096672108,0.077649334671605,0.4075430310324308,1,0
92.0,513.0,8.0,131,0.4071064891256276,0.0660098441402415,0.3488205339694793,0.1109980987913148,0,1
185.0,806.0,9.0,569,0.8082352100092222,0.9476880259644708,0.0723164752579386,0.9551152072917014,1,0
320.0,499.0,4.0,718,0.5225765993367452,0.2995656779538739,0.0768620752761635,0.5006242680704178,0,1
424.0,303.0,8.0,699,0.7945155444907487,0.7070864772666982,0.0502260114639737,0.0729018353679035,0,1
193.0,24.0,7.0,195,0.4028732826326371,0.2952904940479433,0.2323843230560478,0.2810044989087136,0,1
450.0,451.0,6.0,847,0.8034827432968846,0.929228053631854,0.4051026945275664,0.9061110021324972,1,0
426.0,370.0,6.0,842,0.3214957012478819,0.4764369863437916,0.2260289978159997,0.640476042175844,1,0
389.0,91.0,5.0,617,0.9789811151748088,0.6034930960433786,0.3578140841135488,0.6478174459905284,0,1
311.0,41.0,2.0,655,0.1229206784653875,0.8886590802653986,0.5030839507798364,0.449349742039642,1,0
547.0,423.0,4.0,877,0.5858647884535192,0.6247838627894025,0.071775806226513,0.6826172212234024,1,0
190.0,294.0,5.0,128,0.2419316803155295,0.7139526325065898,0.8225347943841967,0.8039585075525203,1,0
137.0,772.0,8.0,450,0.5525009674078891,0.5201698923107512,0.1428759613394117,0.7753461504031356,1,0
277.0,720.0,2.0,230,0.2714093804467143,0.4966954228179465,0.2842740929275167,0.1338283629996931,1,0
434.0,561.0,4.0,13,0.6295576968917366,0.0543320348229038,0.7486452341262,0.3175867952611166,0,1
637.0,622.0,6.0,298,0.0001346930044853,0.5111291392372298,0.0468519085276031,0.2761695578208994,1,0
386.0,516.0,3.0,473,0.7069764874557162,0.0626896216218658,0.8393384923560023,0.0038199226585831,0,1
182.0,744.0,2.0,433,0.2468238692019022,0.7409040561520714,0.3162701497293068,0.1018923880660135,1,0
263.0,146.0,3.0,308,0.3602339188004279,0.2703932863845255,0.8427119021605549,0.3133479175851431,0,1
281.0,822.0,2.0,417,0.7889324717760072,0.8918721448107347,0.4338174195765295,0.909943143854392,1,0
159.0,453.0,6.0,847,0.3773180539631928,0.9640784164901082,0.0892895245255729,0.6870192665032427,1,0
43.0,863.0,2.0,322,0.4938140404569286,0.387648805455647,0.6327118787486009,0.7038570916343312,0,1
697.0,507.0,2.0,458,0.004363269650309,0.1669530887471987,0.7130460506343187,0.6663854135782065,1,0
655.0,506.0,3.0,849,0.9660475051286772,0.761037790250783,0.950772707731338,0.702540501534807,0,1
127.0,556.0,8.0,123,0.2980522086394431,0.1053649222508564,0.7818238633449356,0.6441492214759159,0,1
402.0,43.0,7.0,141,0.0481860123932962,0.3600504659009783,0.9567998154842862,0.5004011457102012,1,0
482.0,48.0,2.0,676,0.4327291360197046,0.457699605159294,0.2088827240051637,0.3687071708647952,1,0
299.0,117.0,8.0,896,0.3698132559871766,0.0523550201874724,0.7675676285179183,0.416504431903879,0,1
319.0,881.0,2.0,861,0.8221798868164233,0.8503480011198954,0.211994054698658,0.6573534821701286,1,0
288.0,367.0,6.0,134,0.4722818041629817,0.8801567379214851,0.2157406791764541,0.6778132003100442,1,0
175.0,604.0,4.0,735,0.6077521222527226,0.2953014775718328,0.1366009036511726,0.6516397604772766,0,1
170.0,91.0,4.0,662,0.7385974581323307,0.31562734376335,0.6448326040223138,0.3951309076115032,0,1
168.0,143.0,7.0,755,0.7132068832826177,0.1992152748940531,0.8902150026361744,0.2874095964655797,0,1
784.0,231.0,1.0,328,0.3677859877561529,0.0580919520803497,0.1115122123212764,0.5158619027123281,0,1
296.0,151.0,6.0,511,0.2675926767279715,0.8354802257421944,0.0146933886549538,0.3790940486719362,1,0
15.0,835.0,2.0,130,0.3373455467690927,0.019327630917601,0.1243683990005102,0.4136426749186352,0,1
788.0,294.0,3.0,675,0.4928645844474466,0.4042897472548691,0.5309376784120938,0.5951316749056815,0,1
672.0,841.0,9.0,66,0.0099238211278356,0.4640951594535039,0.9634992408875884,0.5190322801295487,1,0
114.0,864.0,5.0,345,0.6775422674589532,0.3118638579168832,0.7739913781527625,0.7729214818761151,0,1
793.0,614.0,4.0,446,0.521296047654139,0.9760138232792136,0.1255502147626533,0.0169476648895809,1,0
603.0,484.0,1.0,479,0.770158211757096,0.8071555373648825,0.1202072291205762,0.2655828329586061,1,0
433.0,745.0,1.0,587,0.0175523633666289,0.2933086107805647,0.7731418739186715,0.5179605277125789,1,0
256.0,478.0,2.0,536,0.3480955931682881,0.3717392949063303,0.0013536257154681,0.2998005275652359,1,0
145.0,482.0,3.0,486,0.6464587416379305,0.9741944438163572,0.8470608269838995,0.0235949646455291,0,1
671.0,853.0,1.0,880,0.8985606046748393,0.7831984132986259,0.7803761235709804,0.4579957590035715,0,1
588.0,314.0,4.0,662,0.3980052929545028,0.3029157288331926,0.0656948589543657,0.2282353634936991,0,1
519.0,111.0,5.0,411,0.2466036349780246,0.4840770697102016,0.747444406596694,0.4738098283979466,1,0
375.0,892.0,5.0,635,0.0578444494471606,0.957789800988204,0.9427243190941124,0.7851895431484084,1,0
11.0,632.0,5.0,257,0.9913279015642206,0.5444823328002629,0.962768350253206,0.0756050406167507,0,1
265.0,120.0,5.0,601,0.3656807482613713,0.2253812680067658,0.19583308413427,0.140802948892676,0,1
278.0,780.0,9.0,687,0.6224136415659967,0.7813218557473051,0.5782983994203607,0.1469627095882096,0,1
150.0,355.0,3.0,465,0.8111237699334709,0.6359547071637285,0.3881657061269955,0.674130295536063,0,1
693.0,427.0,8.0,135,0.2599049792428328,0.3451922084942105,0.9174858431319902,0.2905045056714204,0,1
129.0,680.0,4.0,682,0.4699882681579366,0.8901411373960146,0.7077213502675275,0.0622032261647027,1,0
520.0,433.0,3.0,645,0.1473030442789703,0.0078415907719168,0.6309217902291634,0.4476734254104183,0,1
371.0,893.0,9.0,577,0.1342748509022755,0.9579341210567704,0.5296597239456199,0.2418932941128891,1,0
391.0,188.0,5.0,370,0.5006035711547075,0.6796203327351078,0.0762392179735644,0.274703815047892,1,0
748.0,346.0,4.0,533,0.8069654908839936,0.4596648704026612,0.5465771420322949,0.4328160022094692,0,1
431.0,449.0,5.0,618,0.0438999426430051,0.1657497798201559,0.4455416387418909,0.2091854654079278,1,0
146.0,436.0,4.0,92,0.0499790286596787,0.8436496640518237,0.9811925291641158,0.7931428739967394,1,0
225.0,831.0,3.0,675,0.853784921704667,0.2419771303170453,0.9606269755131998,0.1969257044534283,0,1
584.0,618.0,5.0,41,0.9514298103618324,0.994819293965951,0.7117228057460487,0.981143731791822,1,0
766.0,120.0,9.0,775,0.5695397795671037,0.2595417831760903,0.4369958856656208,0.593560935378786,0,1
284.0,440.0,9.0,684,0.0730815620270149,0.6223432646172461,0.9811778367622944,0.1901076497837276,1,0
187.0,301.0,8.0,390,0.7925951162883833,0.9078987937796194,0.9437015928202208,0.9601356044054472,1,0
690.0,147.0,4.0,67,0.5214596387214719,0.9773079079915036,0.7573102071344389,0.1616714362369619,1,0
109.0,483.0,8.0,762,0.47690010646797,0.718331175372004,0.2473403158190833,0.6406151835488874,1,0
203.0,167.0,9.0,673,0.6666004790466192,0.1626997438085659,0.5650853124527563,0.7716269109786077,0,1
412.0,813.0,1.0,348,0.4988956645359419,0.0121031167761074,0.0090384690792921,0.3570293439700122,0,1
769.0,579.0,7.0,423,0.926194068431782,0.2286767796036087,0.6343636888716871,0.2220758706933205,0,1
38.0,132.0,8.0,38,0.3216699896595486,0.848042089601484,0.7288614422699469,0.0953992773132106,1,0
411.0,620.0,8.0,176,0.4287020209864336,0.0291697636452644,0.480890146603009,0.6624340117010681,0,1
735.0,799.0,9.0,560,0.1185026235981515,0.2888849389091656,0.3978366255021569,0.9195310246560496,1,0
98.0,796.0,7.0,206,0.993255015422964,0.0449112989956158,0.761007923495392,0.3717240664023432,0,1
28.0,506.0,9.0,311,0.39245818622948,0.7542649733470227,0.9184264321454086,0.9509285945025484,1,0
27.0,687.0,8.0,320,0.5771225860383208,0.3571211593005028,0.7875490858587793,0.2510013832623002,0,1
473.0,172.0,7.0,27,0.5640740288335178,0.3585784615248731,0.6566310737078761,0.2403989128935069,0,1
666.0,824.0,2.0,247,0.1915929457348257,0.9182390866754372,0.1018036829495369,0.5059579077349317,1,0
511.0,295.0,9.0,522,0.2208527829630089,0.0389299633256674,0.0360188182914263,0.1752217721058273,0,1
345.0,508.0,1.0,680,0.8667703545060003,0.2824787439770266,0.9504591705752956,0.5816222929891935,0,1
624.0,490.0,5.0,762,0.4366141897687661,0.5800888346694546,0.5166983852262678,0.7587762537573252,1,0
47.0,264.0,6.0,676,0.2824960659728522,0.3530503916003024,0.8940943025332507,0.9464565131504056,1,0
221.0,187.0,3.0,575,0.8925582274864745,0.4194479939573136,0.7803655030068817,0.4763357333010988,0,1
188.0,258.0,6.0,552,0.4975398521461022,0.2046801090572839,0.5911303032585165,0.1861358977533479,0,1
367.0,517.0,3.0,607,0.3315646990671937,0.8550302016199351,0.2070758092108552,0.0711582851734328,1,0
224.0,140.0,2.0,646,0.0690075926128163,0.940784520503108,0.5069204379618346,0.4094120718170183,1,0
673.0,343.0,3.0,141,0.8108785810079184,0.835825927910516,0.3321910331156046,0.6936180574737952,1,0
353.0,800.0,9.0,262,0.7711228158518866,0.6546506868659545,0.1515950748000993,0.875883083517057,1,0
411.0,247.0,4.0,172,0.5390945527360087,0.2824724263700037,0.4252281854376939,0.0375710903989073,0,1
663.0,285.0,8.0,743,0.1278668012224175,0.7655467505158609,1.1634755366141114e-05,0.4165658284822922,1,0
709.0,396.0,4.0,56,0.5225101810855884,0.0546344200009722,0.9730781629723328,0.2261253312496719,0,1
725.0,45.0,1.0,500,0.3041987196362808,0.3039425122550273,0.2304166621173499,0.0014738220863114,0,1
578.0,314.0,8.0,429,0.7293447940879964,0.9668454997992854,0.224293483285045,0.6630471918034224,1,0
257.0,240.0,4.0,579,0.7418963269587151,0.8484253790905247,0.4226291970136091,0.3029309056404292,1,0
317.0,567.0,9.0,373,0.3252951340230311,0.7126213330985128,0.816779466505636,0.1816139677566026,1,0
551.0,799.0,3.0,281,0.3709410081577652,0.90194019674915,0.8066935196947392,0.9848584027624758,1,0
481.0,508.0,3.0,58,0.7542482596820808,0.3931952010279222,0.5906378339946378,0.6610142542473203,0,1
196.0,453.0,8.0,547,0.0784558163171239,0.5444969591038651,0.7093208284726096,0.1673213040010603,1,0
726.0,250.0,7.0,187,0.7806317174255571,0.5837727805141116,0.9522217856975946,0.0424222982068916,0,1
340.0,814.0,3.0,648,0.2653261375554669,0.6015538792998241,0.2965599122059307,0.7144241640712422,1,0
294.0,702.0,4.0,666,0.759005282521931,0.1025159640664744,0.5138544642067677,0.5088905555910559,0,1
480.0,67.0,2.0,135,0.369280770215541,0.932924862569672,0.8275063198732212,0.6972093819096368,1,0
317.0,33.0,4.0,752,0.7143266357349976,0.4617161438131191,0.920994521096576,0.6945954272532854,0,1
191.0,842.0,7.0,643,0.7289810616558164,0.8616909037873453,0.274071589342191,0.807070903866703,1,0
164.0,174.0,7.0,840,0.195240602956492,0.3453419522448878,0.3356104542698427,0.9785254683891406,1,0
606.0,146.0,2.0,382,0.8565372237479268,0.7011698615902597,0.7270567616153901,0.5620727944025711,0,1
198.0,20.0,3.0,327,0.9470906671085192,0.4962587528823615,0.3805177098698945,0.163035336931591,0,1
588.0,310.0,1.0,574,0.786205652261058,0.7344439320755914,0.3843550385241349,0.0251934139592293,0,1
574.0,810.0,5.0,298,0.8389973277180107,0.0114179834540736,0.703699779629051,0.970257109726057,0,1
717.0,599.0,2.0,511,0.4376613281482034,0.2349734049959527,0.7048710100433817,0.8171281420155851,0,1
101.0,408.0,6.0,295,0.5464303160778473,0.9670352752561462,0.0516687216579611,0.5047955983045281,1,0
634.0,542.0,5.0,738,0.7184539473225501,0.862640471149179,0.17925561190779,0.8000034817636814,1,0
757.0,701.0,1.0,371,0.5527070757185453,0.3965536819899632,0.1317150285790935,0.8652957589089124,1,0
114.0,363.0,6.0,272,0.1572732081797153,0.3097878592090992,0.2900455319624369,0.8714140341908543,1,0
12.0,757.0,9.0,579,0.672702994208898,0.7966813971913723,0.250467898792499,0.6248740996069989,1,0
784.0,90.0,4.0,361,0.5717459831437487,0.8328303767882711,0.9060870604812604,0.0121567714773868,0,1
634.0,405.0,1.0,481,0.6740199190587927,0.051835799119729,0.5488586650773559,0.2876327290436782,0,1
735.0,352.0,1.0,473,0.3067765995221412,0.3529585034523566,0.6212924490496101,0.3340499656687692,0,1
408.0,420.0,9.0,487,0.7326990505902804,0.4045273855738697,0.0683532003099586,0.7837598424841072,0,1
728.0,247.0,2.0,160,0.285758324592706,0.4327668795992626,0.6854438832219015,0.332456157148712,0,1
731.0,208.0,7.0,388,0.0565856561467156,0.3739210470128136,0.9444485826943034,0.6417343972985582,1,0
424.0,233.0,2.0,485,0.6714791486672069,0.6322821536376398,0.1989921389594368,0.4183338641022801,1,0
701.0,873.0,2.0,721,0.7509397983633183,0.1013728975531591,0.2778527760897122,0.2763191084658536,0,1
796.0,777.0,4.0,808,0.432018927594506,0.9803687409421852,0.0675025466838219,0.518700994380595,1,0
540.0,899.0,9.0,887,0.1793646820122104,0.970676545409744,0.1133035047274642,0.4036010023615912,1,0
120.0,657.0,4.0,603,0.7378849848346062,0.7045544280274453,0.4227286368939322,0.3465241679527182,0,1
270.0,460.0,9.0,435,0.3976123785528705,0.2642762631586393,0.2053329387067998,0.48303969755889,0,1
208.0,687.0,2.0,687,0.2685337560676073,0.2874616648972501,0.6567560634745571,0.9685373316998922,1,0
222.0,251.0,9.0,75,0.6036372005593751,0.0769794670649662,0.0755836138540669,0.951423220845566,0,1
664.0,739.0,5.0,311,0.2972907903073336,0.0920669860824754,0.5990445871503816,0.6236487782902661,0,1
549.0,193.0,1.0,588,0.6485048201186882,0.2674020278575413,0.015110684214475,0.965015369454472,1,0
361.0,279.0,6.0,861,0.2508930456911025,0.6760262880525475,0.7066298698787096,0.6100074170794857,1,0
176.0,643.0,9.0,278,0.3129073942136482,0.2710962537640657,0.5976682827027031,0.8660956336116915,1,0
251.0,134.0,1.0,711,0.9467337289233956,0.1059058044037576,0.1548286125977198,0.9447362587830797,0,1
784.0,779.0,5.0,750,0.7365352283347926,0.8829938248297731,0.2026326341353431,0.5875858711094019,1,0
785.0,897.0,2.0,677,0.7011395944174736,0.6801118854469727,0.4081516908666981,0.0153948916913084,0,1
339.0,664.0,8.0,15,0.5829260568042631,0.2531015391796087,0.4502542461428903,0.9575810150838172,0,1
670.0,348.0,4.0,731,0.3990353176424347,0.8398016066644267,0.1885406057492511,0.6724604980250288,1,0
434.0,824.0,3.0,675,0.9770069544389436,0.1018931008729367,0.008319942227192,0.4335827926326143,0,1
249.0,507.0,2.0,635,0.0926254830513672,0.7483843496762314,0.9145486638485588,0.4340209727087588,1,0
57.0,111.0,3.0,341,0.2587116421554409,0.4344033190066098,0.723447817850001,0.0090541615803709,0,1
